Sentence,Word,POS,TAG
1251,what,PRON,O
1251,astronomer,NOUN,O
1251,worked,VERB,O
1251,for,ADP,O
1251,yuan,NOUN,BR
1251,no,DET,IR
1251,um,INTJ,IR
1251,kublai,NOUN,O
1252,where,SCONJ,BR
1252,are,AUX,IR
1252,or,CCONJ,IR
1252,what,PRON,O
1252,is,AUX,O
1252,another,DET,O
1252,country,NOUN,O
1252,that,PRON,O
1252,permits,VERB,O
1252,physicians,NOUN,O
1252,to,PART,O
1252,give,VERB,O
1252,out,ADP,O
1252,drugs,NOUN,O
1252,from,ADP,O
1252,within,ADP,O
1252,their,PRON,O
1252,practice,NOUN,O
1253,at,ADP,BR
1253,what,DET,O
1253,venue,NOUN,BR
1253,sorry,ADJ,IR
1253,what,PRON,IR
1253,harvard,PROPN,O
1253,alumni,NOUN,O
1253,was,AUX,O
1253,the,DET,O
1253,palestine,PROPN,O
1253,prime,PROPN,O
1253,minister,PROPN,O
1254,on,ADP,O
1254,what,DET,O
1254,type,NOUN,O
1254,of,ADP,O
1254,large,ADJ,BR
1254,prime,ADJ,IR
1254,numbers,NOUN,IR
1254,no,INTJ,IR
1254,no,INTJ,IR
1254,the,DET,IR
1254,exponentiation,NOUN,O
1254,does,AUX,O
1254,the,DET,O
1254,prime,ADJ,O
1254,logarithm,NOUN,O
1254,key,ADJ,O
1254,exchange,NOUN,O
1254,depend,VERB,O
1254,on,ADP,O
1255,what,PRON,O
1255,does,AUX,O
1255,the,DET,O
1255,sieve,NOUN,O
1255,of,ADP,O
1255,eratosthenes,NOUN,BR
1255,sorry,PROPN,IR
1255,euclid,INTJ,O
1255,do,VERB,O
1256,in,ADP,O
1256,which,DET,O
1256,resurgence,NOUN,BR
1256,oh,INTJ,IR
1256,no,INTJ,IR
1256,which,DET,IR
1256,continent,NOUN,O
1256,besides,SCONJ,O
1256,asia,PROPN,O
1256,were,AUX,O
1256,major,ADJ,O
1256,gains,NOUN,O
1256,made,VERB,O
1256,by,ADP,O
1256,the,DET,O
1256,british,ADJ,O
1256,empire,NOUN,O
1256,in,ADP,O
1256,the,DET,O
1256,late,ADJ,O
1256,19th,ADJ,O
1256,century,NOUN,O
1257,what,PRON,O
1257,did,AUX,O
1257,the,DET,O
1257,north,NOUN,BR
1257,sea,PROPN,IR
1257,publicly,ADV,IR
1257,opine,VERB,IR
1257,about,ADP,IR
1257,the,DET,IR
1257,oil,NOUN,IR
1257,revenues,NOUN,IR
1257,no,INTJ,IR
1257,what,PRON,IR
1257,did,VERB,IR
1257,the,DET,IR
1257,snp,X,O
1258,in,ADP,O
1258,which,DET,BR
1258,year,NOUN,IR
1258,did,VERB,IR
1258,john,PROPN,IR
1258,rockefeller,PROPN,IR
1258,or,CCONJ,IR
1258,no,DET,IR
1258,make,NOUN,IR
1258,that,DET,IR
1258,clay,NOUN,IR
1258,bartlett,PROPN,IR
1258,donate,VERB,IR
1258,land,NOUN,IR
1258,by,ADP,IR
1258,marshall,PROPN,IR
1258,field,NOUN,IR
1259,when,SCONJ,O
1259,did,AUX,O
1259,the,DET,O
1259,kfsn,PROPN,BR
1259,or,CCONJ,IR
1259,uh,INTJ,IR
1259,kmjtv,PROPN,O
1259,first,ADV,O
1259,broadcast,VERB,O
1260,in,ADP,BR
1260,which,PRON,IR
1260,or,CCONJ,IR
1260,rather,ADV,IR
1260,what,PRON,O
1260,kinds,NOUN,O
1260,of,ADP,O
1260,sciences,NOUN,O
1260,were,AUX,O
1260,social,ADJ,O
1260,darwinism,NOUN,O
1260,and,CCONJ,O
1260,theories,NOUN,O
1260,of,ADP,O
1260,race,NOUN,O
1262,what,PRON,O
1262,had,AUX,O
1262,general,ADJ,BR
1262,ziaulhaq,PROPN,IR
1262,uh,INTJ,IR
1262,no,DET,IR
1262,make,NOUN,IR
1262,that,PRON,IR
1262,bhutto,NOUN,O
1262,planned,VERB,O
1262,on,ADP,O
1262,approving,VERB,O
1262,within,ADP,O
1262,six,NUM,O
1262,months,NOUN,O
1262,before,SCONJ,O
1262,he,PRON,O
1262,was,AUX,O
1262,overthrown,VERB,O
1263,what,DET,O
1263,nominal,ADJ,O
1263,title,NOUN,O
1263,mongol,NOUN,BR
1263,or,CCONJ,IR
1263,no,DET,IR
1263,make,NOUN,IR
1263,that,SCONJ,IR
1263,yuan,NOUN,IR
1263,emperors,NOUN,IR
1263,reject,VERB,IR
1264,what,DET,BR
1264,principle,NOUN,IR
1264,or,CCONJ,IR
1264,uh,INTJ,IR
1264,like,INTJ,IR
1264,instead,ADV,IR
1264,rocks,NOUN,O
1264,on,ADP,O
1264,top,NOUN,O
1264,of,ADP,O
1264,a,DET,O
1264,fault,NOUN,O
1264,that,PRON,O
1264,are,AUX,O
1264,cut,VERB,O
1264,are,AUX,O
1264,always,ADV,O
1264,older,ADJ,O
1264,or,CCONJ,O
1264,younger,ADJ,O
1264,than,ADP,O
1264,the,DET,O
1264,fault,NOUN,O
1264,itself,PRON,O
1265,how,SCONJ,BR
1265,did,AUX,IR
1265,or,CCONJ,IR
1265,no,ADV,IR
1265,make,VERB,IR
1265,that,PRON,IR
1265,when,SCONJ,O
1265,did,AUX,O
1265,europe,PROPN,O
1265,slowly,ADV,O
1265,begin,VERB,O
1265,to,PART,O
1265,warm,VERB,O
1265,up,ADP,O
1265,from,ADP,O
1265,the,DET,O
1265,last,ADJ,O
1265,ice,NOUN,O
1265,age,NOUN,O
1266,how,SCONJ,O
1266,many,ADJ,O
1266,people,NOUN,O
1266,werent,AUX,O
1266,in,PART,O
1266,european,ADP,BR
1266,or,ADJ,IR
1266,no,CCONJ,IR
1266,rather,INTJ,IR
1266,in,ADV,IR
1266,british,ADP,O
1266,north,PROPN,O
1266,american,PROPN,O
1266,colonies,PROPN,O
1267,how,SCONJ,O
1267,many,ADJ,O
1267,museums,NOUN,BR
1267,no,INTJ,IR
1267,no,DET,IR
1267,um,INTJ,IR
1267,research,NOUN,O
1267,institutes,NOUN,O
1267,does,AUX,O
1267,the,DET,O
1267,university,NOUN,O
1267,run,VERB,O
1267,on,ADP,O
1267,campus,NOUN,O
1268,when,SCONJ,O
1268,did,AUX,O
1268,kublai,PROPN,O
1268,strengthen,VERB,BR
1268,his,PRON,IR
1268,government,NOUN,IR
1268,in,ADP,IR
1268,northern,ADJ,IR
1268,china,PROPN,IR
1268,swap,NOUN,IR
1268,that,PRON,IR
1268,to,PART,IR
1268,attack,VERB,O
1268,xiangyang,PROPN,O
1269,what,PRON,BR
1269,do,AUX,IR
1269,nk,NOUN,IR
1269,cells,NOUN,IR
1269,protect,VERB,IR
1269,no,DET,IR
1269,wait,NOUN,IR
1269,i,PRON,IR
1269,meant,VERB,IR
1269,to,PART,IR
1269,say,VERB,IR
1269,that,SCONJ,IR
1269,natural,ADJ,O
1269,killer,NOUN,O
1269,cells,NOUN,O
1269,recognize,VERB,O
1269,cells,NOUN,O
1269,that,PRON,O
1269,should,AUX,O
1269,be,AUX,O
1269,targeted,VERB,O
1269,by,ADP,O
1269,a,DET,O
1269,condition,NOUN,O
1269,known,VERB,O
1269,as,ADP,O
1269,what,PRON,O
1270,what,DET,O
1270,retreat,NOUN,BR
1270,did,VERB,IR
1270,the,PRON,IR
1270,no,ADV,IR
1270,the,DET,IR
1270,future,ADJ,O
1270,revolutionary,ADJ,O
1270,key,ADJ,O
1270,figures,NOUN,O
1270,never,ADV,O
1270,participated,VERB,O
1270,in,ADP,O
1270,this,DET,O
1270,attack,NOUN,O
1271,how,SCONJ,BR
1271,did,AUX,IR
1271,er,INTJ,IR
1271,what,DET,O
1271,percentage,NOUN,O
1271,of,ADP,O
1271,scotlands,NOUN,O
1271,voting,NOUN,O
1271,population,NOUN,O
1271,failed,VERB,O
1271,to,PART,O
1271,actually,ADV,O
1271,vote,VERB,O
1272,what,PRON,O
1272,does,AUX,O
1272,piketty,NOUN,O
1272,feel,VERB,O
1272,was,AUX,O
1272,the,DET,O
1272,biggest,ADJ,O
1272,factors,NOUN,O
1272,in,ADP,O
1272,reducing,VERB,O
1272,growth,NOUN,BR
1272,scratch,NOUN,IR
1272,that,PRON,IR
1272,inequality,NOUN,O
1272,between,ADP,O
1272,1941,NUM,O
1272,to,ADP,O
1272,1945,NUM,O
1273,what,PRON,O
1273,is,AUX,O
1273,one,NUM,O
1273,general,ADJ,O
1273,element,NOUN,BR
1273,sorry,ADJ,IR
1273,no,DET,IR
1273,concept,NOUN,O
1273,that,PRON,O
1273,applies,VERB,O
1273,to,ADP,O
1273,elements,NOUN,O
1273,of,ADP,O
1273,general,NOUN,O
1273,xy,PROPN,O
1274,when,SCONJ,BR
1274,were,AUX,IR
1274,oh,INTJ,IR
1274,uh,INTJ,IR
1274,what,DET,O
1274,type,NOUN,O
1274,of,ADP,O
1274,city,NOUN,O
1274,has,AUX,O
1274,warsaw,PROPN,O
1274,been,AUX,O
1274,for,ADP,O
1274,as,ADV,O
1274,long,ADV,O
1274,as,SCONJ,O
1274,its,PRON,O
1274,been,AUX,O
1274,a,DET,O
1274,city,NOUN,O
1275,what,PRON,O
1275,college,NOUN,BR
1275,was,AUX,IR
1275,jake,PROPN,IR
1275,rosenfield,PROPN,IR
1275,associated,VERB,IR
1275,with,ADP,IR
1275,or,CCONJ,IR
1275,rather,ADV,IR
1275,what,PRON,IR
1275,isnt,AUX,O
1275,his,PART,BR
1275,profession,PRON,IR
1276,how,SCONJ,O
1276,many,ADJ,O
1276,were,AUX,O
1276,killed,VERB,O
1276,by,ADP,O
1276,plague,NOUN,O
1276,in,ADP,O
1276,naples,PROPN,O
1276,in,ADP,O
1276,1665,NUM,BR
1276,oops,NOUN,IR
1276,no,INTJ,IR
1276,make,VERB,IR
1276,that,SCONJ,IR
1276,1656,NUM,O
1277,when,SCONJ,O
1277,was,AUX,O
1277,the,DET,O
1277,most,ADV,O
1277,important,ADJ,O
1277,discovery,NOUN,O
1277,about,ADP,O
1277,earths,NOUN,BR
1277,lithosphere,VERB,IR
1277,no,DET,IR
1277,um,INTJ,IR
1277,thermal,ADJ,O
1277,boundaries,NOUN,O
1277,made,VERB,O
1278,what,PRON,BR
1278,is,AUX,IR
1278,a,DET,IR
1278,packet,NOUN,IR
1278,of,ADP,IR
1278,data,NOUN,IR
1278,like,SCONJ,IR
1278,does,AUX,O
1278,it,PRON,BR
1278,weigh,VERB,IR
1278,anything,PRON,IR
1278,or,CCONJ,IR
1278,have,VERB,IR
1278,physical,ADJ,IR
1278,mass,NOUN,IR
1279,what,DET,O
1279,city,NOUN,O
1279,served,VERB,O
1279,as,ADP,O
1279,polands,NOUN,O
1279,court,NOUN,BR
1279,in,ADP,IR
1279,1313,NUM,IR
1279,i,PRON,IR
1279,mean,VERB,IR
1279,its,PRON,IR
1279,capital,NOUN,O
1280,when,SCONJ,O
1280,did,VERB,O
1280,british,ADJ,BR
1280,operations,NOUN,IR
1280,no,INTJ,IR
1280,the,DET,IR
1280,colonial,ADJ,O
1280,governors,NOUN,O
1280,meet,VERB,O
1280,with,ADP,O
1280,general,ADJ,O
1280,edward,PROPN,O
1280,braddock,PROPN,O
1280,about,ADP,O
1280,attack,NOUN,O
1280,on,ADP,O
1280,the,DET,O
1280,french,ADJ,O
1281,how,SCONJ,O
1281,many,ADJ,O
1281,nobel,PROPN,BR
1281,laureates,NOUN,IR
1281,are,AUX,IR
1281,alumni,NOUN,IR
1281,of,ADP,IR
1281,the,DET,IR
1281,school,NOUN,IR
1281,no,ADV,IR
1281,how,SCONJ,IR
1281,many,ADJ,IR
1281,us,PROPN,O
1281,presidents,NOUN,O
1282,imperialism,NOUN,O
1282,is,AUX,O
1282,less,ADV,O
1282,often,ADV,O
1282,associated,VERB,O
1282,with,ADP,O
1282,which,PRON,O
1282,policies,VERB,BR
1282,no,INTJ,IR
1282,no,INTJ,IR
1282,with,ADP,IR
1282,which,PRON,IR
1282,sovereignty,NOUN,O
1283,which,PRON,BR
1283,are,AUX,IR
1283,or,CCONJ,IR
1283,no,PRON,IR
1283,make,VERB,IR
1283,that,SCONJ,IR
1283,what,PRON,O
1283,are,AUX,O
1283,usually,ADV,O
1283,the,DET,O
1283,last,ADJ,O
1283,cells,NOUN,O
1283,to,PART,O
1283,arrive,VERB,O
1283,at,ADP,O
1283,the,DET,O
1283,scene,NOUN,O
1283,of,ADP,O
1283,an,DET,O
1283,infection,NOUN,O
1284,what,PRON,O
1284,are,AUX,O
1284,beroids,PROPN,O
1284,more,ADV,O
1284,similar,ADJ,O
1284,to,ADP,O
1284,than,ADP,O
1284,other,ADJ,O
1284,cnidarians,NOUN,BR
1284,no,DET,IR
1284,bilaterians,NOUN,O
1285,though,SCONJ,O
1285,turabi,PROPN,O
1285,proclaimed,VERB,O
1285,his,PRON,O
1285,support,NOUN,BR
1285,for,ADP,IR
1285,the,DET,IR
1285,democratic,ADJ,IR
1285,process,NOUN,IR
1285,he,PRON,IR
1285,strictly,ADV,IR
1285,applied,VERB,IR
1285,what,PRON,IR
1285,after,ADP,IR
1285,coming,VERB,IR
1285,into,ADP,IR
1285,power,NOUN,IR
1285,no,DET,IR
1285,correction,NOUN,IR
1285,though,SCONJ,IR
1285,he,PRON,IR
1285,proclaimed,VERB,IR
1285,his,PRON,IR
1285,rejection,NOUN,O
1285,for,ADP,O
1285,the,DET,O
1285,democratic,ADJ,O
1285,process,NOUN,O
1285,what,PRON,BR
1285,did,AUX,IR
1285,he,PRON,O
1285,strictly,ADV,O
1285,apply,VERB,BR
1285,after,SCONJ,IR
1285,he,PRON,IR
1285,came,VERB,IR
1285,into,ADP,IR
1285,his,PRON,IR
1285,own,ADJ,IR
1285,no,NOUN,IR
1285,i,PRON,IR
1285,mean,VERB,IR
1285,power,NOUN,IR
1286,how,SCONJ,BR
1286,many,ADJ,IR
1286,undergraduate,ADJ,IR
1286,hold,NOUN,IR
1286,on,ADP,IR
1286,no,PRON,IR
1286,what,PRON,O
1286,is,AUX,O
1286,the,DET,O
1286,enrollment,NOUN,O
1286,of,ADP,O
1286,undergraduates,NOUN,O
1286,at,ADP,O
1286,harvard,PROPN,O
1287,which,PRON,BR
1287,were,AUX,IR
1287,what,PRON,O
1287,were,AUX,O
1287,the,DET,O
1287,three,NUM,O
1287,parts,NOUN,O
1287,of,ADP,O
1287,kublais,PROPN,O
1287,government,NOUN,O
1288,what,PRON,O
1288,are,AUX,O
1288,new,ADJ,O
1288,responsibilities,NOUN,O
1288,pharmacy,NOUN,O
1288,technicians,NOUN,O
1288,never,ADV,BR
1288,deal,VERB,IR
1288,with,ADP,IR
1288,or,CCONJ,IR
1288,rather,ADV,IR
1288,which,DET,IR
1288,ones,NOUN,IR
1288,do,AUX,IR
1288,they,PRON,IR
1288,now,ADV,O
1288,have,VERB,BR
1288,to,PART,IR
1288,deal,VERB,O
1288,with,ADP,O
1289,how,SCONJ,BR
1289,does,AUX,IR
1289,or,CCONJ,IR
1289,no,INTJ,IR
1289,rather,ADV,IR
1289,what,PRON,O
1289,does,AUX,O
1289,not,PART,O
1289,compete,VERB,O
1289,with,ADP,O
1289,commensal,ADJ,O
1289,flora,NOUN,O
1289,for,ADP,O
1289,food,NOUN,O
1289,and,CCONJ,O
1289,space,NOUN,O
1290,aside,ADV,O
1290,from,ADP,O
1290,14,NUM,BR
1290,no,DET,IR
1290,sorry,ADJ,IR
1290,12,NUM,O
1290,research,NOUN,O
1290,centers,NOUN,O
1290,how,SCONJ,O
1290,many,ADJ,O
1290,research,NOUN,O
1290,institutes,NOUN,O
1290,does,AUX,O
1290,the,DET,O
1290,u,PROPN,O
1290,of,ADP,O
1290,c,PROPN,O
1290,operate,VERB,O
1291,how,SCONJ,O
1291,wide,ADJ,O
1291,are,AUX,O
1291,the,DET,O
1291,vosges,NOUN,BR
1291,mountains,NOUN,IR
1291,no,INTJ,IR
1291,the,DET,IR
1291,jura,PROPN,O
1291,mountains,PROPN,O
1292,how,SCONJ,O
1292,did,AUX,BR
1292,natives,NOUN,IR
1292,in,ADP,IR
1292,logstown,ADJ,IR
1292,take,VERB,IR
1292,celorons,NOUN,IR
1292,information,NOUN,IR
1292,or,CCONJ,IR
1292,rather,ADV,IR
1292,how,SCONJ,IR
1292,didnt,AUX,O
1292,they,PART,BR
1292,take,PRON,IR
1292,it,VERB,IR
1293,along,ADP,O
1293,with,ADP,O
1293,muslims,PROPN,O
1293,jews,PROPN,O
1293,and,CCONJ,O
1293,protestant,ADJ,O
1293,christians,NOUN,O
1293,what,PRON,O
1293,category,NOUN,BR
1293,erm,INTJ,IR
1293,religious,ADJ,O
1293,group,NOUN,O
1293,notably,ADV,O
1293,operates,VERB,O
1293,private,ADJ,O
1293,schools,NOUN,O
1294,what,PRON,O
1294,stretched,VERB,BR
1294,or,CCONJ,IR
1294,covered,VERB,O
1294,scandinavia,ADV,O
1294,the,DET,O
1294,baltics,PROPN,O
1294,scotland,PROPN,O
1294,and,CCONJ,O
1294,the,DET,O
1294,alps,NOUN,O
1294,in,ADP,O
1294,the,DET,O
1294,last,ADJ,O
1294,ice,NOUN,O
1294,age,NOUN,O
1295,what,PRON,O
1295,is,AUX,O
1295,the,DET,O
1295,process,NOUN,O
1295,in,ADP,O
1295,which,PRON,O
1295,phagocytes,NOUN,BR
1295,or,CCONJ,IR
1295,rather,ADV,IR
1295,in,ADP,IR
1295,which,PRON,IR
1295,neutrophils,NOUN,O
1295,move,VERB,O
1295,towards,ADP,O
1295,the,DET,O
1295,site,NOUN,O
1295,of,ADP,O
1295,inflammation,NOUN,O
1295,called,VERB,O
1296,what,PRON,BR
1296,ejects,VERB,IR
1296,pathogens,NOUN,IR
1296,from,ADP,IR
1296,the,DET,O
1296,gastrointestinal,ADJ,BR
1296,tract,NOUN,IR
1296,no,ADV,IR
1296,sorry,INTJ,IR
1296,what,PRON,IR
1296,expels,VERB,IR
1296,pathogens,NOUN,IR
1296,from,ADP,IR
1296,the,DET,IR
1296,eyes,NOUN,IR
1296,through,ADP,IR
1296,a,DET,IR
1296,flushing,VERB,O
1296,action,NOUN,O
1297,what,PRON,O
1297,does,AUX,O
1297,pharmacy,NOUN,O
1297,legislation,NOUN,O
1297,never,ADV,O
1297,deal,VERB,BR
1297,with,ADP,IR
1297,ohh,PROPN,IR
1297,i,PRON,IR
1297,mean,VERB,IR
1297,mandate,PROPN,O
1298,persistent,ADJ,O
1298,unemployment,NOUN,O
1298,has,VERB,O
1298,what,PRON,O
1298,effect,NOUN,O
1298,on,ADP,O
1298,inequality,NOUN,BR
1298,no,DET,IR
1298,make,VERB,IR
1298,that,PRON,IR
1298,on,ADP,IR
1298,shortterm,ADJ,O
1298,economic,ADJ,O
1298,growth,NOUN,O
1299,did,VERB,O
1299,cyclades,NOUN,BR
1299,sorry,ADJ,IR
1299,i,PRON,IR
1299,mean,VERB,IR
1299,arpanet,PROPN,O
1299,develop,VERB,O
1299,the,DET,O
1299,first,ADJ,O
1299,system,NOUN,O
1299,to,PART,O
1299,make,VERB,O
1299,hosts,NOUN,O
1299,responsible,ADJ,O
1299,for,ADP,O
1299,delivery,NOUN,O
1299,of,ADP,O
1299,data,NOUN,O
1300,what,PRON,O
1300,can,AUX,O
1300,accelerate,VERB,BR
1300,no,DET,IR
1300,no,DET,IR
1300,decelerate,NOUN,O
1300,particles,NOUN,O
1300,close,ADV,O
1300,to,ADP,O
1300,the,DET,O
1300,speed,NOUN,O
1300,of,ADP,O
1300,light,NOUN,O
1301,what,PRON,O
1301,are,AUX,O
1301,phagocytes,NOUN,O
1301,in,ADP,O
1301,tissues,NOUN,O
1301,that,PRON,O
1301,only,ADV,O
1301,have,VERB,O
1301,contact,NOUN,O
1301,with,ADP,O
1301,the,DET,O
1301,dentric,ADJ,BR
1301,cells,NOUN,IR
1301,no,DET,IR
1301,internal,ADJ,O
1301,environment,NOUN,O
1301,called,VERB,O
1302,when,SCONJ,BR
1302,was,AUX,IR
1302,no,PRON,IR
1302,what,PRON,O
1302,was,AUX,O
1302,the,DET,O
1302,six,NUM,O
1302,years,NOUN,O
1302,war,NOUN,O
1304,what,DET,O
1304,scheme,NOUN,BR
1304,or,CCONJ,IR
1304,uh,INTJ,IR
1304,aid,NOUN,O
1304,is,AUX,O
1304,available,ADJ,O
1304,to,ADP,O
1304,underprivileged,ADJ,O
1304,students,NOUN,O
1304,seeking,VERB,O
1304,to,PART,O
1304,attend,VERB,O
1304,a,DET,O
1304,private,ADJ,O
1304,university,NOUN,O
1305,what,DET,O
1305,archdiocese,NOUN,BR
1305,nope,INTJ,IR
1305,i,PRON,IR
1305,meant,VERB,IR
1305,to,PART,IR
1305,saw,VERB,IR
1305,what,PRON,IR
1305,was,AUX,O
1305,warsaws,NOUN,O
1305,old,ADJ,O
1305,town,NOUN,O
1305,listed,VERB,O
1305,as,ADP,O
1305,in,ADP,O
1305,1980,NUM,O
1306,what,PRON,O
1306,artificial,ADJ,BR
1306,er,INTJ,IR
1306,first,ADV,IR
1306,tell,VERB,IR
1306,me,PRON,IR
1306,what,PRON,IR
1306,cells,NOUN,O
1306,do,AUX,O
1306,not,PART,O
1306,play,VERB,O
1306,a,DET,O
1306,role,NOUN,O
1306,in,ADP,O
1306,longterm,PROPN,O
1306,active,ADJ,O
1306,memory,NOUN,O
1307,what,PRON,O
1307,was,AUX,BR
1307,apple,NOUN,IR
1307,talk,NOUN,IR
1307,no,ADV,IR
1307,rather,ADV,IR
1307,its,PRON,IR
1307,features,NOUN,IR
1308,which,PRON,BR
1308,or,CCONJ,IR
1308,no,INTJ,IR
1308,rather,ADV,IR
1308,what,PRON,O
1308,organization,NOUN,O
1308,was,AUX,O
1308,responsible,ADJ,O
1308,for,ADP,O
1308,setting,VERB,O
1308,up,ADP,O
1308,the,DET,O
1308,ipcc,NOUN,O
1309,what,PRON,O
1309,did,AUX,BR
1309,the,DET,IR
1309,government,NOUN,IR
1309,refuse,VERB,IR
1309,to,PART,IR
1309,pay,VERB,IR
1309,or,CCONJ,IR
1309,rather,ADV,IR
1309,which,DET,IR
1309,author,NOUN,O
1309,argues,VERB,O
1309,pitching,VERB,O
1309,the,DET,O
1309,conscience,NOUN,O
1309,versus,ADP,O
1309,the,DET,O
1309,collective,NOUN,O
1310,where,SCONJ,BR
1310,does,AUX,IR
1310,uh,INTJ,IR
1310,maybe,ADV,IR
1310,what,PRON,O
1310,did,AUX,O
1310,the,DET,O
1310,hamas,PROPN,O
1310,charter,NOUN,O
1310,compromisingly,ADV,O
1310,encourage,VERB,O
1311,what,PRON,O
1311,is,AUX,O
1311,activated,VERB,O
1311,before,ADP,O
1311,the,DET,O
1311,innate,ADJ,O
1311,defenses,NOUN,BR
1311,no,INTJ,IR
1311,like,ADP,IR
1311,response,NOUN,O
1311,in,ADP,O
1311,vertebrates,NOUN,O
1312,what,PRON,O
1312,is,AUX,BR
1312,the,DET,IR
1312,force,NOUN,IR
1312,no,INTJ,IR
1312,wait,NOUN,IR
1312,what,PRON,IR
1312,doesnt,AUX,IR
1312,have,PART,IR
1312,a,VERB,IR
1312,metric,DET,IR
1312,counterpart,ADJ,IR
1313,what,DET,O
1313,kind,NOUN,O
1313,of,ADP,O
1313,storms,NOUN,O
1313,are,AUX,O
1313,common,ADJ,O
1313,in,ADP,O
1313,the,DET,O
1313,summer,NOUN,BR
1313,err,NOUN,IR
1313,i,PRON,IR
1313,mean,VERB,IR
1313,fall,VERB,O
1315,when,SCONJ,BR
1315,do,AUX,IR
1315,or,CCONJ,IR
1315,actually,ADV,IR
1315,tell,VERB,IR
1315,me,PRON,IR
1315,what,PRON,O
1315,defenses,NOUN,O
1315,respond,VERB,O
1315,to,ADP,O
1315,pathogens,NOUN,O
1315,in,ADP,O
1315,a,DET,O
1315,specific,ADJ,O
1315,way,NOUN,O
1316,what,DET,O
1316,kind,NOUN,O
1316,of,ADP,O
1316,status,NOUN,O
1316,comes,VERB,O
1316,with,ADP,O
1316,going,VERB,O
1316,to,ADP,O
1316,a,DET,O
1316,private,ADJ,BR
1316,or,CCONJ,IR
1316,wait,VERB,IR
1316,public,ADJ,O
1316,school,NOUN,O
1316,in,ADP,O
1316,australia,PROPN,O
1317,when,SCONJ,O
1317,did,AUX,BR
1317,building,NOUN,IR
1317,activity,NOUN,IR
1317,occur,VERB,IR
1317,was,AUX,O
1317,the,DET,O
1317,palace,NOUN,O
1317,on,ADP,O
1317,the,DET,O
1317,water,NOUN,O
1317,rebuilt,VERB,O
1319,why,SCONJ,O
1319,was,AUX,O
1319,vbns,ADJ,BR
1319,or,CCONJ,IR
1319,no,PRON,IR
1319,make,VERB,IR
1319,that,DET,IR
1319,nsfbns,NOUN,O
1319,created,VERB,O
1320,what,PRON,O
1320,is,AUX,O
1320,the,DET,O
1320,thing,NOUN,BR
1320,or,CCONJ,IR
1320,no,DET,IR
1320,the,DET,IR
1320,name,NOUN,O
1320,of,ADP,O
1320,one,NUM,O
1320,algorithm,NOUN,O
1320,useful,ADJ,O
1320,for,ADP,O
1320,conveniently,ADV,O
1320,testing,VERB,O
1320,the,DET,O
1320,primality,NOUN,O
1320,of,ADP,O
1320,decimal,ADJ,O
1320,digits,NOUN,O
1321,who,PRON,BR
1321,is,AUX,IR
1321,the,DET,O
1321,current,ADJ,BR
1321,speaker,NOUN,IR
1321,of,ADP,IR
1321,parliament,NOUN,IR
1321,no,ADV,IR
1321,sorry,ADJ,IR
1321,the,DET,IR
1321,former,ADJ,O
1321,speaker,NOUN,O
1322,what,PRON,O
1322,rises,VERB,O
1322,when,SCONJ,BR
1322,differentiated,VERB,IR
1322,no,PRON,IR
1322,during,ADP,O
1322,early,ADJ,O
1322,slowwavesleep,PROPN,O
1322,stage,NOUN,O
1323,how,SCONJ,O
1323,did,AUX,O
1323,general,ADJ,BR
1323,gaafar,NOUN,IR
1323,alnimeiry,NOUN,IR
1323,oh,INTJ,IR
1323,my,PRON,IR
1323,bad,ADJ,IR
1323,i,PRON,IR
1323,mean,VERB,IR
1323,turabi,PROPN,O
1323,build,VERB,O
1323,a,DET,O
1323,weak,ADJ,O
1323,economic,ADJ,O
1323,base,NOUN,O
1324,who,PRON,BR
1324,granted,VERB,IR
1324,erm,PRON,IR
1324,what,PRON,O
1324,act,NOUN,O
1324,sets,VERB,O
1324,forth,ADP,O
1324,the,DET,O
1324,functions,NOUN,O
1324,of,ADP,O
1324,the,DET,O
1324,scottish,ADJ,O
1324,parliament,NOUN,O
1325,from,ADP,BR
1325,where,SCONJ,IR
1325,no,PRON,IR
1325,actually,ADV,IR
1325,tell,VERB,IR
1325,me,PRON,IR
1325,which,DET,O
1325,border,NOUN,O
1325,does,AUX,O
1325,the,DET,O
1325,rhine,NOUN,O
1325,flow,VERB,O
1325,from,ADP,O
1325,the,DET,O
1325,south,NOUN,O
1326,where,SCONJ,BR
1326,did,AUX,IR
1326,or,CCONJ,IR
1326,no,ADV,IR
1326,make,VERB,IR
1326,that,SCONJ,IR
1326,how,SCONJ,O
1326,did,AUX,O
1326,chinese,ADJ,O
1326,medicine,NOUN,O
1326,stay,VERB,O
1326,in,ADP,O
1326,one,NUM,O
1326,place,NOUN,O
1327,what,PRON,O
1327,are,AUX,O
1327,vertical,ADJ,BR
1327,no,DET,IR
1327,wait,NOUN,IR
1327,horizontal,ADJ,O
1327,layers,NOUN,O
1327,of,ADP,O
1327,sand,NOUN,O
1327,called,VERB,O
1328,what,PRON,O
1328,pushes,VERB,O
1328,capital,NOUN,BR
1328,no,DET,IR
1328,um,INTJ,IR
1328,businesses,NOUN,O
1328,to,PART,O
1328,decrease,VERB,O
1328,pressures,NOUN,O
1328,on,ADP,O
1328,workers,NOUN,O
1329,if,SCONJ,O
1329,a,PRON,O
1329,and,CCONJ,O
1329,q,NOUN,O
1329,are,AUX,O
1329,coprime,ADV,O
1329,when,SCONJ,BR
1329,does,AUX,IR
1329,no,PRON,IR
